Entry_No,Date,Description,WorkDescription,Contact_No,Contact_Name,Contact_Company_Name,Duration_Min,Salesperson_Code,User_ID,Quote_ID,Quote_Amount,Quote_Age_Days,Customer_Type,Source_Channel,Product_Type,Past_Interactions,Prior_Orders,Salesperson,Lead_Priority
135,2024-12-16,Installation request,Inspect equipment,18151776,Amber Quinn,"King, Hobbs and Schroeder",42,106,311,Q234,363703,21,Reseller,Referral,High-margin,"3 (calls, visits)",9,PMNYABUTO,Medium Priority
136,2024-07-22,Service call,Inspect equipment,15637949,Marissa Pham,Nelson-Ayers,134,369,328,Q235,97123,4,Contractor,FloApp,Mixed,1 (visit),1,PMMULWA,Medium Priority
137,2024-07-09,Consultation,Repair machinery,53805351,Nathan Ramirez,Reid-Roberts,162,858,319,Q236,110064,5,Corporate,Referral,Mixed,2 (calls),14,PMAMAI,High Priority
138,2024-12-13,Installation request,Inspect equipment,25652004,Kristie Jackson,Dunlap Group,70,858,378,Q237,174384,24,Corporate,Shopify,High-margin,2 (calls),9,PMKILONZO,Medium Priority
139,2024-06-04,Service call,Inspect equipment,53815467,Jennifer Olson,"Newman, Huff and Davis",156,858,359,Q238,428407,9,Reseller,Referral,Low-margin,2 (calls),6,PMOMONDI,Medium Priority
140,2024-12-19,Service call,Inspect equipment,22926681,Chad Cummings,Sullivan-Adams,23,858,347,Q239,315739,29,Contractor,Email,Mixed,1 (visit),9,PMAMAI,Medium Priority
141,2024-12-04,Service call,Inspect equipment,65816957,Nancy Mullen,Clark Ltd,125,106,318,Q240,460707,13,Contractor,Walk-in,Mixed,"3 (calls, visits)",0,PMKILONZO,Medium Priority
142,2025-03-14,Service call,Upgrade system,62586889,Jeffery Williams,"Acosta, Tran and Baldwin",138,445,330,Q241,227462,2,NGO,Walk-in,High-margin,1 (visit),10,PMNYABUTO,Medium Priority
143,2025-05-01,Service call,Install product,99748115,Robert Williams,"Moore, Martinez and Hammond",83,858,389,Q242,460741,4,Corporate,Shopify,High-margin,1 (visit),2,PMAMAI,Medium Priority
144,2024-05-26,Installation request,Repair machinery,94651328,Kelly Holland,Rowe Inc,48,106,393,Q243,344228,16,Reseller,Website,Low-margin,2 (calls),9,PMAMAI,Medium Priority
145,2024-12-01,Service call,Repair machinery,94692717,Nicole Walters,Dawson-Morris,117,106,358,Q244,57929,3,Reseller,Referral,Low-margin,"6 (calls, visits, emails)",7,PMNYABUTO,Medium Priority
146,2024-12-03,Installation request,Upgrade system,44829282,Sean Smith,Scott-Swanson,10,106,345,Q245,151124,18,Reseller,Walk-in,Low-margin,1 (visit),11,PMAMAI,Medium Priority
147,2024-06-04,Consultation,Install product,31974225,Ashley Long,"Sherman, Barrett and Walls",109,858,305,Q246,358274,12,NGO,FloApp,Low-margin,"3 (calls, visits)",2,PMMULWA,Low Priority
148,2024-07-26,Service call,Install product,85915806,Lauren Kelly,"Mann, Bullock and Christensen",158,445,317,Q247,48244,11,Government,FloApp,Mixed,2 (calls),14,PMKILONZO,Medium Priority
149,2024-12-06,Consultation,Repair machinery,85583288,Juan Lindsey,Klein LLC,44,514,391,Q248,431947,30,Reseller,Website,High-margin,1 (visit),6,PMAMAI,Medium Priority
150,2024-05-17,Installation request,Inspect equipment,61018072,Brett Martinez,Greene PLC,141,858,369,Q249,273197,8,Contractor,Email,High-margin,"3 (calls, visits)",1,PMMULWA,Medium Priority
151,2025-02-25,Installation request,Install product,30383144,Madison Hamilton,Brown-Thompson,104,858,351,Q250,414707,14,Reseller,FloApp,Mixed,"4 (calls, visits)",15,PMMULWA,Medium Priority
152,2024-09-03,Consultation,Inspect equipment,28210985,John Jacobs,"Peck, Castro and Stephens",31,858,310,Q251,250762,19,Individual,Referral,High-margin,1 (visit),2,PMMULWA,Medium Priority
153,2025-04-20,Consultation,Inspect equipment,11665353,Jeffrey Elliott,Gardner and Sons,88,858,377,Q252,401262,13,Individual,Email,High-margin,"4 (calls, visits)",1,PMMULWA,Medium Priority
154,2024-06-22,Consultation,Upgrade system,41609464,Traci Davis,Graham-Riggs,80,514,309,Q253,376893,20,Reseller,FloApp,Low-margin,"6 (calls, visits, emails)",5,PMAMAI,Medium Priority
155,2024-09-12,Service call,Upgrade system,45052674,Breanna Foster,"Pearson, Schaefer and Jones",18,369,308,Q254,148729,24,Corporate,FloApp,High-margin,"5 (calls, visits)",1,PMOMONDI,Medium Priority
156,2024-12-13,Service call,Upgrade system,22731674,Autumn Hunt,"Little, Frye and Perry",104,445,356,Q255,425076,2,Government,Walk-in,Low-margin,"4 (calls, visits)",10,PMMULWA,Medium Priority
157,2024-10-03,Service call,Install product,54318323,William Roach,Mcclure-Mack,16,369,363,Q256,296447,12,Government,Website,High-margin,"3 (calls, visits)",14,PMNYABUTO,High Priority
158,2024-07-03,Consultation,Inspect equipment,82860341,Joseph Sullivan,"Walsh, Brooks and Davis",135,369,315,Q257,96160,27,Contractor,Shopify,High-margin,"6 (calls, visits, emails)",14,PMAMAI,Medium Priority
159,2024-05-06,Consultation,Inspect equipment,15450183,Adam Jackson,Rollins Ltd,180,445,390,Q258,59046,17,Government,FloApp,Mixed,2 (calls),5,PMMULWA,Medium Priority
160,2025-01-22,Consultation,Repair machinery,91246814,Melissa Brewer,"Roberts, Strickland and George",41,369,317,Q259,149117,25,Reseller,Website,High-margin,"5 (calls, visits)",11,PMKILONZO,Medium Priority
161,2025-02-04,Consultation,Repair machinery,01838467,Dustin Hendricks,Perry and Sons,166,514,308,Q260,187157,12,Corporate,Email,High-margin,"4 (calls, visits)",13,PMOMONDI,Medium Priority
162,2024-07-05,Service call,Repair machinery,85133782,William Thomas,Mitchell Inc,91,514,357,Q261,269230,21,Government,FloApp,High-margin,"5 (calls, visits)",5,PMNYABUTO,Medium Priority
163,2024-09-07,Installation request,Install product,26221520,Heather Maxwell,Gonzales-Clark,41,106,319,Q262,184448,5,Individual,FloApp,Mixed,2 (calls),11,PMOMONDI,Medium Priority
164,2024-08-05,Installation request,Install product,57444265,Kenneth Ortiz,"Mccoy, Harris and Smith",74,369,381,Q263,313799,8,Individual,Email,High-margin,"5 (calls, visits)",2,PMOMONDI,Medium Priority
165,2025-03-06,Consultation,Repair machinery,27815590,Tyler Gonzalez,Norris Ltd,161,106,319,Q264,114758,21,Government,Email,Mixed,"3 (calls, visits)",1,PMAMAI,Medium Priority
166,2025-02-02,Service call,Install product,06745540,Faith Franklin,"Baker, Hubbard and Jones",174,106,333,Q265,366379,6,Government,Shopify,Low-margin,1 (visit),15,PMOMONDI,Medium Priority
167,2024-07-11,Installation request,Inspect equipment,69242473,Melody Paul,Williams PLC,133,369,387,Q266,237909,9,Reseller,Website,Low-margin,2 (calls),14,PMKILONZO,Medium Priority
168,2024-10-29,Installation request,Upgrade system,42784412,Kayla Webb,Mcdaniel Group,62,445,377,Q267,100323,10,Corporate,FloApp,Low-margin,"3 (calls, visits)",12,PMNYABUTO,Medium Priority
169,2024-07-01,Installation request,Install product,47275391,Linda Rodriguez,Gomez-Gomez,91,369,359,Q268,89236,8,Reseller,Walk-in,High-margin,1 (visit),9,PMKILONZO,Medium Priority
170,2024-10-16,Consultation,Upgrade system,01422100,Brandon Arnold,Johnson and Sons,73,369,341,Q269,327874,23,NGO,Walk-in,Low-margin,"4 (calls, visits)",14,PMKILONZO,Medium Priority
171,2024-08-06,Installation request,Upgrade system,73371689,Rachel Johnson,King-Harris,15,514,350,Q270,289998,14,Individual,Walk-in,Low-margin,1 (visit),1,PMMULWA,Low Priority
172,2024-12-26,Installation request,Upgrade system,66551195,Madeline Gonzalez,Odonnell-Hardy,83,106,301,Q271,469162,3,Reseller,Walk-in,Mixed,"6 (calls, visits, emails)",11,PMKILONZO,High Priority
173,2025-03-08,Installation request,Install product,83517339,Daniel Edwards,Soto-Hogan,112,514,372,Q272,319553,6,NGO,Referral,High-margin,"4 (calls, visits)",14,PMOMONDI,Medium Priority
174,2024-08-02,Installation request,Install product,60546919,Tyler Norris,"Mendoza, Mckinney and Lawson",42,514,350,Q273,220663,25,NGO,Referral,Mixed,2 (calls),6,PMOMONDI,Medium Priority
175,2024-08-30,Consultation,Upgrade system,47779429,Heather Reynolds,"Rose, Anderson and Robinson",138,514,305,Q274,45402,4,Corporate,FloApp,Mixed,"5 (calls, visits)",14,PMNYABUTO,Medium Priority
176,2025-01-07,Consultation,Repair machinery,51622556,Donna Huerta,"Walters, Howard and Graham",93,106,340,Q275,110197,12,Government,Email,Mixed,"5 (calls, visits)",10,PMOMONDI,Medium Priority
177,2024-07-25,Consultation,Upgrade system,63363663,Amanda Monroe,Reed-Mckinney,154,445,360,Q276,452687,0,NGO,FloApp,Low-margin,"4 (calls, visits)",9,PMAMAI,Medium Priority
178,2025-04-05,Consultation,Upgrade system,19913670,Preston Compton,"Greene, Jackson and Elliott",77,106,373,Q277,144298,23,Contractor,Referral,High-margin,"5 (calls, visits)",12,PMNYABUTO,High Priority
179,2025-03-07,Consultation,Repair machinery,50797277,Tiffany Rosario,Larson Ltd,18,106,389,Q278,82616,6,Contractor,Shopify,High-margin,2 (calls),13,PMNYABUTO,Medium Priority
180,2025-01-30,Installation request,Upgrade system,16958676,Lisa Noble,"Hall, Miller and Glass",25,369,366,Q279,133706,17,NGO,Email,High-margin,"4 (calls, visits)",10,PMNYABUTO,Medium Priority
181,2024-07-14,Installation request,Inspect equipment,77606972,Colleen Smith,Clark LLC,149,445,386,Q280,429744,27,Corporate,Email,Low-margin,"6 (calls, visits, emails)",8,PMOMONDI,Medium Priority
182,2024-11-02,Installation request,Repair machinery,45977688,William Scott,Sharp PLC,73,445,371,Q281,181499,7,NGO,FloApp,Low-margin,"6 (calls, visits, emails)",15,PMMULWA,Medium Priority
183,2024-06-26,Installation request,Inspect equipment,64996838,Christopher Fuller,"Ferrell, Adams and Schmidt",153,445,336,Q282,88897,18,Corporate,Referral,High-margin,"4 (calls, visits)",11,PMNYABUTO,Medium Priority
184,2025-02-17,Installation request,Install product,06796193,Michael Kelly,Harris Inc,83,514,344,Q283,256932,20,NGO,Email,High-margin,2 (calls),8,PMOMONDI,Medium Priority
185,2025-03-24,Consultation,Inspect equipment,38302190,Jose Johnson,"Wilson, Moreno and Edwards",45,514,378,Q284,413440,18,Individual,Walk-in,High-margin,"5 (calls, visits)",7,PMNYABUTO,Medium Priority
186,2024-07-17,Service call,Install product,24240669,Drew Brown,"Neal, Williams and Guzman",115,445,391,Q285,272675,3,Corporate,Walk-in,High-margin,"5 (calls, visits)",5,PMKILONZO,High Priority
187,2024-10-10,Consultation,Upgrade system,10451879,Nicholas Blanchard,"Sosa, Frazier and Olson",132,369,396,Q286,175599,10,NGO,Email,High-margin,1 (visit),7,PMOMONDI,Medium Priority
188,2024-12-01,Consultation,Install product,12327955,Christopher Love,Ponce LLC,54,858,322,Q287,44052,26,Reseller,Shopify,High-margin,"6 (calls, visits, emails)",9,PMAMAI,Medium Priority
189,2024-11-08,Service call,Inspect equipment,82757788,Renee Thomas,Walker-Rivers,155,106,313,Q288,200658,9,Reseller,Email,Low-margin,"4 (calls, visits)",4,PMOMONDI,Medium Priority
190,2024-11-19,Installation request,Inspect equipment,25389512,Tracy Robles,Mcgee-Daniel,59,514,342,Q289,110193,23,Reseller,Email,High-margin,2 (calls),0,PMMULWA,Medium Priority
191,2025-03-21,Installation request,Repair machinery,76784566,Juan Horton,"Hall, Huang and Vega",54,106,381,Q290,495308,12,Reseller,Referral,High-margin,"4 (calls, visits)",3,PMNYABUTO,Medium Priority
192,2024-09-28,Service call,Upgrade system,63742958,Nathan Guzman,"Thomas, Gonzalez and Rubio",92,369,300,Q291,161726,12,Individual,Shopify,Low-margin,"3 (calls, visits)",9,PMOMONDI,Medium Priority
193,2024-09-18,Consultation,Install product,82559784,Brad Richardson,Baldwin Group,76,445,388,Q292,148890,1,Corporate,Website,High-margin,2 (calls),12,PMOMONDI,High Priority
194,2024-08-28,Consultation,Inspect equipment,01340004,Laurie Yates,"Hernandez, Ho and Jackson",40,445,347,Q293,347240,7,Individual,Walk-in,High-margin,"4 (calls, visits)",11,PMKILONZO,Medium Priority
195,2025-04-14,Consultation,Upgrade system,03828647,Alexander Young,Taylor-Brown,147,369,397,Q294,154743,21,Government,Website,Low-margin,"5 (calls, visits)",11,PMAMAI,Medium Priority
196,2024-10-28,Consultation,Install product,98175372,Jessica Mcclure,"Owens, Mccall and Morris",25,106,364,Q295,130988,18,Government,Walk-in,High-margin,"5 (calls, visits)",14,PMAMAI,Medium Priority
197,2025-04-07,Consultation,Repair machinery,09637443,Jacqueline Parker DDS,Banks Group,159,858,311,Q296,496276,16,Reseller,Website,High-margin,"5 (calls, visits)",13,PMKILONZO,High Priority
198,2024-05-30,Consultation,Install product,66615949,Jasmine Myers,"Rivera, Brown and Thomas",153,858,386,Q297,448056,9,Corporate,Website,High-margin,1 (visit),6,PMOMONDI,Medium Priority
199,2024-10-25,Service call,Install product,93770716,Courtney Castillo,Hernandez Group,118,445,389,Q298,58428,17,Contractor,Website,Mixed,"4 (calls, visits)",1,PMMULWA,Medium Priority
200,2024-10-13,Installation request,Repair machinery,85530111,Sara Simpson,"Owens, Hernandez and Mccormick",44,858,347,Q299,492315,12,Reseller,Shopify,High-margin,"6 (calls, visits, emails)",4,PMMULWA,Medium Priority
201,2024-12-11,Service call,Repair machinery,87531416,Judy Wilson,Morton-Henderson,147,858,367,Q300,91766,23,Individual,Website,Low-margin,"3 (calls, visits)",14,PMOMONDI,Medium Priority
202,2024-11-12,Installation request,Upgrade system,03302367,Ian Cox,Frey-Strong,68,369,358,Q301,206487,4,NGO,Walk-in,Mixed,"6 (calls, visits, emails)",3,PMAMAI,Medium Priority
203,2024-05-06,Consultation,Upgrade system,83112654,Joshua Oneill,"Drake, Moreno and Malone",167,514,330,Q302,133046,2,Contractor,Referral,High-margin,"5 (calls, visits)",1,PMNYABUTO,High Priority
204,2024-12-24,Consultation,Install product,80661512,Christopher Barnett DDS,Russell Inc,112,858,329,Q303,307989,6,Contractor,Walk-in,Low-margin,"3 (calls, visits)",7,PMOMONDI,Medium Priority
205,2024-07-26,Installation request,Inspect equipment,25298297,Shannon Scott,Zimmerman-Miller,70,445,318,Q304,371141,16,Individual,Shopify,High-margin,1 (visit),5,PMKILONZO,Medium Priority
206,2024-12-21,Consultation,Upgrade system,62553985,Dustin Warner,"Marsh, Davis and Schaefer",22,445,382,Q305,376976,12,Government,FloApp,Low-margin,"4 (calls, visits)",4,PMMULWA,Low Priority
207,2025-04-17,Installation request,Repair machinery,92363583,Kayla Deleon,Potter and Sons,147,858,330,Q306,470299,7,NGO,Email,High-margin,"4 (calls, visits)",1,PMOMONDI,Medium Priority
208,2024-05-29,Installation request,Upgrade system,07847570,Robert Crawford,Smith-Wood,152,106,317,Q307,228643,7,NGO,Walk-in,High-margin,1 (visit),14,PMMULWA,Medium Priority
209,2024-07-07,Service call,Repair machinery,15793753,David Beck,"Camacho, Lindsey and Carpenter",23,445,348,Q308,378198,19,Government,Website,Mixed,2 (calls),6,PMKILONZO,Medium Priority
210,2024-07-27,Service call,Inspect equipment,16078389,Thomas David,"Allen, Stevenson and Anderson",87,514,327,Q309,124627,30,Corporate,Website,Low-margin,"4 (calls, visits)",7,PMOMONDI,Medium Priority
211,2024-09-15,Consultation,Repair machinery,67560349,Matthew Hill,Arnold-Johnson,111,369,370,Q310,193618,24,NGO,Shopify,High-margin,"6 (calls, visits, emails)",11,PMMULWA,Medium Priority
212,2025-03-03,Installation request,Inspect equipment,21851499,David Sheppard,Douglas-Baker,141,858,359,Q311,76699,25,Corporate,Shopify,Low-margin,"3 (calls, visits)",6,PMMULWA,Medium Priority
213,2024-11-19,Installation request,Upgrade system,68271490,Chelsea Hoover,Williams-Mcbride,21,106,328,Q312,413629,4,Contractor,FloApp,Low-margin,"5 (calls, visits)",13,PMMULWA,Medium Priority
214,2025-01-08,Service call,Repair machinery,67869525,Mark Wade,"Saunders, Williams and Hicks",94,369,348,Q313,323733,26,Individual,Shopify,Low-margin,"6 (calls, visits, emails)",10,PMMULWA,Medium Priority
215,2024-11-14,Installation request,Upgrade system,75854072,Phillip Booth,"Walker, Huffman and Lewis",127,369,393,Q314,441796,11,Individual,Walk-in,Low-margin,"4 (calls, visits)",5,PMOMONDI,Medium Priority
216,2024-11-16,Consultation,Install product,89553927,Terri Jacobs,Clark-Ferguson,144,514,309,Q315,453865,21,Contractor,Website,High-margin,"6 (calls, visits, emails)",7,PMAMAI,High Priority
217,2025-01-30,Consultation,Repair machinery,37881567,Bradley Nichols,Black Group,12,369,364,Q316,264080,11,Contractor,Referral,Low-margin,"5 (calls, visits)",15,PMKILONZO,High Priority
218,2024-12-19,Service call,Install product,36708095,Veronica May,"Lopez, Dean and Yang",146,106,352,Q317,31213,0,Government,Email,High-margin,"3 (calls, visits)",0,PMOMONDI,Medium Priority
219,2024-10-16,Consultation,Upgrade system,03254884,Travis Cook,"Tucker, Waters and Ross",55,514,312,Q318,299928,4,Individual,Walk-in,Low-margin,"3 (calls, visits)",11,PMMULWA,Medium Priority
220,2024-12-12,Installation request,Install product,93483089,Patricia Hill,"Cruz, Davis and White",105,858,358,Q319,321223,7,Corporate,Walk-in,High-margin,1 (visit),1,PMAMAI,Medium Priority
221,2024-10-05,Installation request,Upgrade system,03477754,Jenny Chen,Wagner Group,106,106,360,Q320,54420,20,Contractor,Email,High-margin,"4 (calls, visits)",13,PMMULWA,Medium Priority
222,2024-07-10,Consultation,Install product,17599322,Rachel Stevenson,Bailey-Barnes,145,514,329,Q321,135843,28,Corporate,Referral,High-margin,1 (visit),2,PMMULWA,Medium Priority
223,2024-06-29,Consultation,Install product,13285254,James Montgomery,Thornton-Bauer,55,445,302,Q322,133610,18,Individual,Email,Mixed,1 (visit),9,PMNYABUTO,Low Priority
224,2025-03-02,Consultation,Repair machinery,88841546,Lisa Carr,Bryant-Jones,155,858,386,Q323,495037,17,NGO,Shopify,Low-margin,2 (calls),2,PMOMONDI,Low Priority
225,2024-06-15,Consultation,Inspect equipment,04033403,Jason Wright,"Mason, Harris and Ross",23,514,355,Q324,146710,26,Contractor,FloApp,Low-margin,"5 (calls, visits)",12,PMMULWA,Medium Priority
226,2025-03-23,Service call,Inspect equipment,89999678,Frank Snyder,"Bentley, Porter and Hawkins",125,858,329,Q325,211547,17,Reseller,Shopify,High-margin,"5 (calls, visits)",12,PMAMAI,Medium Priority
227,2024-10-24,Consultation,Inspect equipment,85803899,Mary Baker,"Baker, Fox and Leach",73,514,310,Q326,165494,4,Reseller,Email,Low-margin,2 (calls),12,PMMULWA,Medium Priority
228,2024-09-16,Installation request,Install product,43207050,Eric Avila,"Wheeler, Patel and Luna",33,514,339,Q327,258169,11,NGO,Website,High-margin,2 (calls),13,PMKILONZO,Medium Priority
229,2025-04-21,Consultation,Upgrade system,79305051,Andrew Harris,Morgan LLC,36,514,311,Q328,210553,17,Contractor,Referral,Low-margin,"3 (calls, visits)",12,PMAMAI,Medium Priority
230,2024-12-28,Installation request,Upgrade system,24271610,Lisa Morgan,Williams PLC,109,514,392,Q329,497454,17,Individual,Referral,Low-margin,"6 (calls, visits, emails)",12,PMNYABUTO,Medium Priority
231,2024-09-28,Service call,Inspect equipment,63836965,Gene Santos,Schwartz-Jenkins,87,445,363,Q330,101511,2,Individual,Shopify,High-margin,"3 (calls, visits)",15,PMAMAI,Medium Priority
232,2025-03-13,Installation request,Inspect equipment,92942036,Melissa Franco,"Mckee, Edwards and Ruiz",73,858,376,Q331,348312,6,Reseller,Website,High-margin,1 (visit),12,PMMULWA,Medium Priority
233,2025-04-25,Consultation,Upgrade system,44805341,Arthur Cabrera,"Vargas, King and Smith",94,858,342,Q332,250766,26,Corporate,Referral,High-margin,"3 (calls, visits)",6,PMKILONZO,Medium Priority
234,2024-11-21,Installation request,Repair machinery,10735932,Laura Brown,"Smith, Johnson and Walker",111,445,337,Q333,410285,22,Corporate,Shopify,Mixed,2 (calls),10,PMKILONZO,Medium Priority
235,2024-08-04,Installation request,Upgrade system,39755581,Robert Maxwell,"Griffin, Mercado and Watson",103,514,372,Q334,129752,18,Government,Walk-in,Low-margin,"5 (calls, visits)",0,PMKILONZO,Medium Priority
236,2025-01-01,Consultation,Repair machinery,55995242,Nancy Larsen,Schwartz LLC,122,445,388,Q335,61259,26,Reseller,Email,High-margin,"6 (calls, visits, emails)",9,PMNYABUTO,Medium Priority
237,2025-03-14,Installation request,Repair machinery,74393134,Stephen Fisher,"Cooper, Wiggins and Phillips",118,858,309,Q336,260440,19,Reseller,Referral,High-margin,"5 (calls, visits)",13,PMOMONDI,High Priority
238,2024-12-11,Service call,Inspect equipment,59127827,Tonya Wang,"Anderson, Stone and Phelps",147,106,381,Q337,69555,3,Individual,Email,Low-margin,2 (calls),1,PMOMONDI,Medium Priority
239,2024-09-24,Consultation,Upgrade system,67104463,Mark Greene,Holland-Hernandez,94,858,313,Q338,30530,3,NGO,Walk-in,Low-margin,"5 (calls, visits)",7,PMKILONZO,Medium Priority
240,2024-12-21,Installation request,Upgrade system,40982377,Miguel Jackson,Franklin Group,128,106,388,Q339,287388,4,NGO,Website,High-margin,"3 (calls, visits)",13,PMAMAI,High Priority
